,MAL_ID,Name_x,Japanese name,Type,Genres_x,Producer,Studio,sypnopsis,Voice Actors
5298,10049,Nurarihyon no Mago: Sennen Makyou,ぬらりひょんの孫 千年魔京,TV,"Action, Demons, Shounen, Supernatural","['Yomiuri Telecasting', 'Yomiko Advertising', 'Pony Canyon', 'Toho', 'Shueisha', 'BS11']",['Studio Deen'],"ong before Rikuo Nura was born, the legendary youkai Nurarihyon, leader of a ""Night Parade of One Hundred Demons,"" fell in love with a human woman. Though the two would initially find happiness, a threat from the terrifying fox-demon Hagoromo Gitsune would get in the way of their relationship. In the present, Rikuo has taken his rightful place as the heir to the Nura Clan. While he has accepted his youkai side, he must continue to maintain the secret of youkai, a difficult task when faced with the Keikain onmyouji clan and his youkai-obsessed friend, Kiyotsugu. Even so, Rikuo will do what he must to protect those important to him. The reappearance of the sinister Hagoromo Gitsune marks the start of Rikuo's most fearsome trial yet. The frightening creature bears a personal vendetta against his family and will stop at nothing to see her dream come to fruition. The world stands at a precipice, an all-out war that will drag Rikuo centerstage.","['FukuyamaJun', 'HorieYui', 'MaedaAi', 'FujiwaraKeiji', 'NotoMamiko', 'YusaKouji', 'SakuraiTakahiro', 'YabeMasahito', 'ToriumiKousuke', 'SugitaTomokazu']"
5313,10079,Hoshizora e Kakaru Hashi,星空へ架かる橋,TV,"Comedy, Ecchi, Harem, Romance, School","['Dentsu', 'Sotsu', 'Marvelous', 'Pony Canyon', 'feng', 'PRA', 'Jumondo']",['Doga Kobo'],"Kazuma Hoshino is preparing himself for a new stage of his life as a teenager. Because of his brother Ayumu’s weaker than average health, their parents thought it best for the family to move out from the city to a more rural environment. Now the two brothers are off to the Yorozuyo Inn where they’ll be staying until their parents can settle affairs back in the city and set up their new home. Their arrival to the inn doesn’t go as planned though when they catch the wrong bus, wind up in the middle of nowhere, Ayumu gets his hat stolen by a wild monkey, and Kazuma gets lost in the woods trying to track the animal down. It all leads to a chance encounter with a spirited young girl named Ui, who Kazuma ends up accidentally falling onto and kissing while she tries leading him back to the bus stop. This hardly sits well with Ui’s friend Ibuki who swiftly kicks Kazuma and sends him on his way. Much to Kazuma’s continued horror, his bad luck is perpetuated at the inn thanks to its landlady Senka and her slightly perverted sense of humor, and then finding out that two of his classmates are the girls he embarrassed himself in front of back in the woods! Hoshizora e Kakaru Hashi finds Kazuma adapting to his new school, dealing with the multiple women who have entered his life, providing emotional support for his younger brother, and coping with living with his new landlady. However, for some reason, something about this place is bringing whispers of the past into Kazuma's mind. Small flashes back to a more innocent time and a friendship long forgotten. What could this déjà vu mean?","['NakamuraEriko', 'AobaRingo', 'YoshidaMayumi', 'ShimizuAi', 'AsanumaShintarou', 'TakahashiChiaki', 'OokuboAiko', 'OhashiAyuru', 'KadowakiMai', 'HatanoWataru']"
5314,10080,Kami nomi zo Shiru Sekai II,神のみぞ知るセカイ II,TV,"Comedy, Harem, Romance, Shounen, Supernatural","['TV Tokyo', 'Geneon Universal Entertainment']",['Manglobe'],"Keima Katsuragi, the ""God of Conquest,"" returns to his quest of expelling runaway spirits that have possessed the hearts of women. Still stuck in his contract with the demon Elsie, he must continue to utilize the knowledge he has gained from mastering multitudes of dating simulators and chase out the phantoms that reside within by capturing the hearts of that which he hates most: three-dimensional girls. However, the God of Conquest has his work cut out for him. From exorcising karate practitioners and student teachers to the arrival of Elsie's best friend from Hell, he is up against a wide array of girls that will test his wit and may even take him by surprise. Though he would much rather stick to the world of 2D, he is trapped in lousy reality, and so Keima must trudge forward in his conquest of love.","['ShimonoHiro', 'ItouKanae', 'HayamiSaori', 'AsumiKana', 'TaketatsuAyana', 'TanakaAtsuko', 'KoshimizuAmi', 'ToyosakiAki', 'YuzukiRyouka', 'TangeSakura']"
5316,10087,Fate/Zero,フェイト/ゼロ,TV,"Action, Supernatural, Magic, Fantasy","['Aniplex', 'Nitroplus', 'Seikaisha', 'Notes']",['ufotable'],"h the promise of granting any wish, the omnipotent Holy Grail triggered three wars in the past, each too cruel and fierce to leave a victor. In spite of that, the wealthy Einzbern family is confident that the Fourth Holy Grail War will be different; namely, with a vessel of the Holy Grail now in their grasp. Solely for this reason, the much hated ""Magus Killer"" Kiritsugu Emiya is hired by the Einzberns, with marriage to their only daughter Irisviel as binding contract. Kiritsugu now stands at the center of a cutthroat game of survival, facing off against six other participants, each armed with an ancient familiar, and fueled by unique desires and ideals. Accompanied by his own familiar, Saber, the notorious mercenary soon finds his greatest opponent in Kirei Kotomine, a priest who seeks salvation from the emptiness within himself in pursuit of Kiritsugu. Based on the light novel written by Gen Urobuchi, Fate/Zero depicts the events of the Fourth Holy Grail War—10 years prior to Fate/stay night . Witness a battle royale in which no one is guaranteed to survive.","['KawasumiAyako', 'KoyamaRikiya', 'SekiTomokazu', 'NakataJouji', 'OharaSayaka', 'UedaKana', 'OotsukaAkio', 'ShitayaNoriko', 'KadowakiMai', 'NamikawaDaisuke']"
5323,10109,Softenni,そふてにっ,TV,"Comedy, Sports, Ecchi, School","['Geneon Universal Entertainment', 'Lantis', 'AT-X', 'KlockWorx', 'Studio Mausu']",['Xebec'],The tennis comedy centers around the members of a female middle school soft tennis team and the twists and turns that their lives take as they aim for the nationals. (Source: MU),"['AkesakaSatomi', 'ItouKanae', 'ItouShizuka', 'KitamuraEri', 'YahagiSayuri', 'MatsumotoShinobu', 'KotobukiMinako', 'InoueMarina', 'TomatsuHaruka', 'TatsumiYuiko']"
5324,10110,Mayo Chiki!,まよチキ!,TV,"Harem, Comedy, Romance, Ecchi, School","['Starchild Records', 'Media Factory', 'TBS', 'DAX Production', 'PRA', 'RAY']",['feel.'],"Due to his mother and sister, who both love professional wrestling, Kinjirou Sakamachi developed a resilient body that could take hard punches, aggressive kicks, and even deadly vehicle bumps, in order to survive their various grappling positions and locks. However, he also developed gynophobia, an abnormal fear of women. With just one touch from a girl, his nose bleeds uncontrollably, he sweats excessively, and in rare cases, faints abruptly. His life changes for the worse because of a fated meeting in the restroom. While trying to escape from a girl, he discovers that the most popular student in their school, Subaru Konoe—the butler of the headmaster’s daughter, Kanade Suzutsuki—is actually female! Surprised, Subaru violently assaults Kinjirou, dealing significant damage and knocking him unconscious. When he comes to, he meets Kanade. In exchange for his silence, she promises to help cure his phobia.","['IguchiYuka', 'KitamuraEri', 'KobayashiYuu', 'IseMariya', 'AsumiKana', 'HanazawaKana', 'FujiwaraKeiji', 'MiyashitaEiji', 'ChiharaMinori', 'MogamiTsuguo']"
5329,10116,Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,映画 クレヨンしんちゃん 嵐を呼ぶ黄金のスパイ大作戦,Movie,"Comedy, Seinen",['Futabasha'],['Shin-Ei Animation'],"Comical action spy film including an indecent material (flatus) and a story of a girl who had obeyed her parents, but becomes self-aware. A mystery spy girl Lemon Sunomono suddenly appears in front of Shinnosuke, and she calls herself an emissary of Action Kamen. She had trained as a spy by her parents in the Sukashipestan Republic, and works for the Queens. Under her guidance, Shinnosuke decides to be a spy to fight for justice, and receives spy training. Under the instruction of Action Kamen, Lemon and Shinnosuke perform a mission to creep into the laboratory in the Hedelna Kingdom and recapture a capsule from an evil professor, but Lemon finds the real purpose of the Queens, and they fight to foil the plot of the Queens. (Source: Manabu Tsuribe)","['YajimaAkiko', 'FujiwaraKeiji', 'NarahashiMiki', 'KoorogiSatomi', 'MashibaMari', 'SatouChie', 'GendaTesshou', 'MashibaMari', 'HayashiTamao', 'IchiryuusaiTeiyuu']"
5331,10119,Seitokai Yakuindomo OVA,生徒会役員共 OAD,OVA,"Comedy, School, Shounen, Slice of Life",['Starchild Records'],['GoHands'],It is the start of Takatoshi Tsuda's second year as the put-upon vice president of the student council and his sister Kotomi is entering school as a first year. New friends and double entendres are made. (Source: ANN),"['HikasaYouko', 'YahagiSayuri', 'AsanumaShintarou', 'SatouSatomi', 'AraiSatomi', 'SaitouChiwa', 'OmigawaChiaki', 'KobayashiYuu', 'ShimodaAsami', 'TamuraMutsumi']"
5341,10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,魔法少女リリカルなのは The MOVIE 2nd A's,Movie,"Action, Magic, Comedy, Sci-Fi, Drama",['Good Smile Company'],['Seven Arcs'],"Six months have passed since the events in the previous movie. Fate has returned to Uminari City with Lindy as her legal guardian and is living the life of a normal elementary schoolgirl along with Nanoha and her friends. The reunion between the two new-found friends is cut short, however, when they are assaulted by four ancient magic users who identify themselves as the Wolkenritter. As the motives behind the actions of the Wolkenritter become clear, Nanoha and Fate find themselves in a race against time to stop the reactivation of a highly dangerous artifact known as The Book of Darkness. (Source: ANN)","['MizukiNana', 'TamuraYukari', 'UedaKana', 'SanadaAsami', 'ShimizuKaori', 'YuzukiRyouka', 'IchijoKazuya', 'KobayashiSanae', 'Yukana', 'MizuhashiKaori']"
5342,10155,Dog Days,ドッグデイズ,TV,"Action, Adventure, Fantasy, Magic","['Aniplex', 'Good Smile Company']",['Seven Arcs'],"Dog Days takes place in the world of Flonyard, an alternate Earth inhabited by beings who resemble humans, but also have the ears and tails of specific animals. The Republic of Biscotti, a union of dog-like citizens, has come under attack by the feline forces of the Galette Leo Knights. In an effort to save Biscotti, Princess Millhiore summons a champion from another world in order to defend her people. That champion is Cinque Izumi, a normal junior high student from Earth. Agreeing to assist Biscotti, Cinque retrieves a sacred weapon called the Palladion and prepares for war. In Flonyard, wars are fought with no casualties and are more akin to sports competitions with the goal of raising money for the participating kingdoms. Cinque is successful in his role as Biscotti’s champion, but learns that a summoned champion cannot be returned to their home world. The scientists of Biscotti will endeavor to find a way for Cinque to return home, but until they figure something out, he must serve Princess Millhiore by continuing to fight as Biscotti’s hero.","['HorieYui', 'TaketatsuAyana', 'KoshimizuAmi', 'MiyanoMamoru', 'AsumiKana', 'MizukiNana', 'HikasaYouko', 'HanazawaKana', 'KakiharaTetsuya', 'TakahashiMikako']"
5344,10161,No.6,NO.6［ナンバー・シックス］,TV,"Action, Sci-Fi, Mystery, Drama","['Aniplex', 'Dentsu', 'Kodansha', 'Fuji TV']",['Bones'],"any years ago, after the end of a bloody world war, mankind took shelter in six city-states that were peaceful and perfect... at least on the surface. However, Shion—an elite resident of the city-state No. 6—gained a new perspective on the world he lives in, thanks to a chance encounter with a mysterious boy, Nezumi. Nezumi turned out to be just one of many who lived in the desolate wasteland beyond the walls of the supposed utopia. But despite knowing that the other boy was a fugitive, Shion decided to take him in for the night and protect him, which resulted in drastic consequences: because of his actions, Shion and his mother lost their status as elites and were relocated elsewhere, and the darker side of the city began to make itself known. Now, a long time after their life-altering first meeting, Shion and Nezumi are finally brought together once again—the former elite and the boy on the run are about to embark on an adventure that will, in time, reveal the shattering secrets of No. 6.","['HosoyaYoshimasa', 'KajiYuuki', 'ShindouKei', 'YasunoKiyono', 'SakumaRei', 'ShoujiMiyoko', 'MorohoshiSumire', 'MikiShinichiro', 'TerasomaMasaki', 'ArimotoKinryuu']"
5345,10162,Usagi Drop,うさぎドロップ,TV,"Slice of Life, Josei","['Fuji TV', 'Tohokushinsha Film Corporation', 'Sony Music Entertainment', 'Sakura Create', 'Fuji Pacific Music Publishing']",['Production I.G'],"Daikichi Kawachi is a 30-year-old bachelor working a respectable job but otherwise wandering aimlessly through life. When his grandfather suddenly passes away, he returns to the family home to pay his respects. Upon arriving at the house, he meets a mysterious young girl named Rin who, to Daikichi’s astonishment, is his grandfather's illegitimate daughter! The shy and unapproachable girl is deemed an embarrassment to the family, and finds herself ostracized by her father's relatives, all of them refusing to take care of her in the wake of his death. Daikichi, angered by their coldness towards Rin, announces that he will take her in—despite the fact that he is a young, single man with no prior childcare experience. Usagi Drop is the story of Daikichi's journey through fatherhood as he raises Rin with his gentle and affectionate nature, as well as an exploration of the warmth and interdependence that are at the heart of a happy, close-knit family.","['MatsuuraAyu', 'TsuchidaHiroshi', 'OharaSayaka', 'SakaiNoa', 'SakamotoMaaya', 'UchiyamaYumi', 'KanoYui', 'HirakawaDaisuke', 'ItouMasakazu', 'UedaKana']"
5346,10163,C: The Money of Soul and Possibility Control,「C」 THE MONEY OF SOUL AND POSSIBILITY CONTROL,TV,"Action, Mystery, Super Power, Thriller","['Fuji TV', 'Jumondo', 'Sony Music Entertainment', 'Fuji Pacific Music Publishing']",['Tatsunoko Production'],"oney is power, and without it, life is meaningless. In a country whose economy is in shambles, second-year Economics university student Kimimaro Yoga understands this fact all too well, as he is surrounded by the relatively luxurious lives of his peers and struggling to make ends meet. However, his world is turned on its head when a stranger in a top hat arrives one late night at his door. Going by the name Masakaki, the visitor petitions Yoga to come to the Eastern Financial District, a place where money flows in abundance if one offers their ""future"" as collateral. Although reluctant, greed triumphs reason and Yoga accepts the offer; thus, taking on the mantle of an ""Entre."" But unbeknownst to him, the land of wealth he has entered is an alternate realm built in the likeness of his own, where Entres are forced to participate in weekly duels called ""Deals,"" with their collateral at stake. Pitted against his countrymen and fate, Yoga must quickly adapt in this new world if he hopes to protect his fortune and future—and discover just how much money is truly worth.","['TomatsuHaruka', 'UchiyamaKouki', 'HosomiDaisuke', 'SakuraiTakahiro', 'GotouSaori', 'AsanoMayumi', 'KakiharaTetsuya', 'KikuchiMasami', 'MakinoYui', 'YasumotoHiroki']"
